condition,probe_pid,gallery_pid,label,holistic_dist,eer_threshold,holistic_decision,forensic_class
Dual_Occlusion,0018,0004,impostor,1.035102,0.978187,REJECT,TR
Dual_Occlusion,0018,0005,impostor,1.083789,0.978187,REJECT,TR
Dual_Occlusion,0018,0006,impostor,1.148993,0.978187,REJECT,TR
Dual_Occlusion,0018,0007,impostor,0.944844,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0009,impostor,0.868899,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0010,impostor,0.948841,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0011,impostor,1.148905,0.978187,REJECT,TR
Dual_Occlusion,0018,0012,impostor,0.802311,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0013,impostor,0.940338,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0014,impostor,0.899332,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0015,impostor,0.92089,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0016,impostor,0.933995,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0017,impostor,0.990466,0.978187,REJECT,TR
Dual_Occlusion,0018,0018,genuine,0.996072,0.978187,REJECT,FR
Dual_Occlusion,0018,0019,impostor,1.058503,0.978187,REJECT,TR
Dual_Occlusion,0018,0020,impostor,0.945444,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0021,impostor,1.243976,0.978187,REJECT,TR
Dual_Occlusion,0018,0022,impostor,1.040355,0.978187,REJECT,TR
Dual_Occlusion,0018,0023,impostor,1.028339,0.978187,REJECT,TR
Dual_Occlusion,0018,0024,impostor,1.132366,0.978187,REJECT,TR
Dual_Occlusion,0018,0025,impostor,1.18185,0.978187,REJECT,TR
Dual_Occlusion,0018,0026,impostor,1.010561,0.978187,REJECT,TR
Dual_Occlusion,0018,0027,impostor,0.84326,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0001,impostor,0.976933,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0003,impostor,0.957132,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0004,impostor,1.033908,0.978187,REJECT,TR
Dual_Occlusion,0018,0005,impostor,1.13754,0.978187,REJECT,TR
Dual_Occlusion,0018,0006,impostor,1.170427,0.978187,REJECT,TR
Dual_Occlusion,0018,0007,impostor,1.049895,0.978187,REJECT,TR
Dual_Occlusion,0018,0009,impostor,0.896918,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0010,impostor,1.004038,0.978187,REJECT,TR
Dual_Occlusion,0018,0011,impostor,1.14074,0.978187,REJECT,TR
Dual_Occlusion,0018,0012,impostor,0.787438,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0013,impostor,0.965021,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0014,impostor,0.929125,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0015,impostor,0.886258,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0016,impostor,0.992867,0.978187,REJECT,TR
Dual_Occlusion,0018,0017,impostor,1.026514,0.978187,REJECT,TR
Dual_Occlusion,0018,0018,genuine,1.0516,0.978187,REJECT,FR
Dual_Occlusion,0018,0019,impostor,1.154106,0.978187,REJECT,TR
Dual_Occlusion,0018,0020,impostor,0.988841,0.978187,REJECT,TR
Dual_Occlusion,0018,0021,impostor,1.27899,0.978187,REJECT,TR
Dual_Occlusion,0018,0022,impostor,1.015679,0.978187,REJECT,TR
Dual_Occlusion,0018,0023,impostor,1.002121,0.978187,REJECT,TR
Dual_Occlusion,0018,0024,impostor,1.096506,0.978187,REJECT,TR
Dual_Occlusion,0018,0025,impostor,1.197408,0.978187,REJECT,TR
Dual_Occlusion,0018,0026,impostor,0.945352,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0027,impostor,0.800492,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0001,impostor,0.943604,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0003,impostor,0.954857,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0004,impostor,1.023062,0.978187,REJECT,TR
Dual_Occlusion,0018,0005,impostor,1.098545,0.978187,REJECT,TR
Dual_Occlusion,0018,0006,impostor,1.171347,0.978187,REJECT,TR
Dual_Occlusion,0018,0007,impostor,0.990415,0.978187,REJECT,TR
Dual_Occlusion,0018,0009,impostor,0.840742,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0010,impostor,0.942342,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0011,impostor,1.124169,0.978187,REJECT,TR
Dual_Occlusion,0018,0012,impostor,0.787462,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0013,impostor,0.917388,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0014,impostor,0.969065,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0015,impostor,0.913853,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0016,impostor,0.950737,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0017,impostor,0.969933,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0018,genuine,1.035681,0.978187,REJECT,FR
Dual_Occlusion,0018,0019,impostor,1.07057,0.978187,REJECT,TR
Dual_Occlusion,0018,0020,impostor,0.963034,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0021,impostor,1.256862,0.978187,REJECT,TR
Dual_Occlusion,0018,0022,impostor,1.018474,0.978187,REJECT,TR
Dual_Occlusion,0018,0023,impostor,0.988009,0.978187,REJECT,TR
Dual_Occlusion,0018,0024,impostor,1.135903,0.978187,REJECT,TR
Dual_Occlusion,0018,0025,impostor,1.181284,0.978187,REJECT,TR
Dual_Occlusion,0018,0026,impostor,0.990425,0.978187,REJECT,TR
Dual_Occlusion,0018,0027,impostor,0.793826,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0001,impostor,0.95151,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0003,impostor,0.966652,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0004,impostor,1.022478,0.978187,REJECT,TR
Dual_Occlusion,0018,0005,impostor,1.138264,0.978187,REJECT,TR
Dual_Occlusion,0018,0006,impostor,1.189847,0.978187,REJECT,TR
Dual_Occlusion,0018,0007,impostor,0.973702,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0009,impostor,0.893444,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0010,impostor,0.938792,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0011,impostor,1.144483,0.978187,REJECT,TR
Dual_Occlusion,0018,0012,impostor,0.841301,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0013,impostor,0.928427,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0014,impostor,0.944436,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0015,impostor,0.863209,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0016,impostor,0.922861,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0017,impostor,0.95349,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0018,genuine,0.961015,0.978187,ACCEPT,TA
Dual_Occlusion,0018,0019,impostor,1.055697,0.978187,REJECT,TR
Dual_Occlusion,0018,0020,impostor,0.93371,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0021,impostor,1.259098,0.978187,REJECT,TR
Dual_Occlusion,0018,0022,impostor,1.064528,0.978187,REJECT,TR
Dual_Occlusion,0018,0023,impostor,0.996945,0.978187,REJECT,TR
Dual_Occlusion,0018,0024,impostor,1.089441,0.978187,REJECT,TR
Dual_Occlusion,0018,0025,impostor,1.133013,0.978187,REJECT,TR
Dual_Occlusion,0018,0026,impostor,0.988261,0.978187,REJECT,TR
Dual_Occlusion,0018,0027,impostor,0.821673,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0001,impostor,0.96665,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0003,impostor,0.866822,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0004,impostor,0.979396,0.978187,REJECT,TR
Dual_Occlusion,0018,0005,impostor,1.11382,0.978187,REJECT,TR
Dual_Occlusion,0018,0006,impostor,1.175588,0.978187,REJECT,TR
Dual_Occlusion,0018,0007,impostor,1.052139,0.978187,REJECT,TR
Dual_Occlusion,0018,0009,impostor,0.949572,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0010,impostor,0.987751,0.978187,REJECT,TR
Dual_Occlusion,0018,0011,impostor,1.16253,0.978187,REJECT,TR
Dual_Occlusion,0018,0012,impostor,0.857342,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0013,impostor,1.02767,0.978187,REJECT,TR
Dual_Occlusion,0018,0014,impostor,0.961831,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0015,impostor,0.85374,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0016,impostor,0.956646,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0017,impostor,0.931424,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0018,genuine,0.769995,0.978187,ACCEPT,TA
Dual_Occlusion,0018,0019,impostor,0.975223,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0020,impostor,1.002493,0.978187,REJECT,TR
Dual_Occlusion,0018,0021,impostor,1.293581,0.978187,REJECT,TR
Dual_Occlusion,0018,0022,impostor,1.137495,0.978187,REJECT,TR
Dual_Occlusion,0018,0023,impostor,1.039477,0.978187,REJECT,TR
Dual_Occlusion,0018,0024,impostor,1.037254,0.978187,REJECT,TR
Dual_Occlusion,0018,0025,impostor,1.146483,0.978187,REJECT,TR
Dual_Occlusion,0018,0026,impostor,0.964597,0.978187,ACCEPT,FA
Dual_Occlusion,0018,0027,impostor,0.877927,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0001,impostor,0.927663,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0003,impostor,1.066047,0.978187,REJECT,TR
Dual_Occlusion,0019,0004,impostor,1.081916,0.978187,REJECT,TR
Dual_Occlusion,0019,0005,impostor,0.879092,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0006,impostor,1.189655,0.978187,REJECT,TR
Dual_Occlusion,0019,0007,impostor,0.903018,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0009,impostor,1.037694,0.978187,REJECT,TR
Dual_Occlusion,0019,0010,impostor,0.990044,0.978187,REJECT,TR
Dual_Occlusion,0019,0011,impostor,1.195019,0.978187,REJECT,TR
Dual_Occlusion,0019,0012,impostor,0.862484,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0013,impostor,0.987395,0.978187,REJECT,TR
Dual_Occlusion,0019,0014,impostor,0.902506,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0015,impostor,1.020327,0.978187,REJECT,TR
Dual_Occlusion,0019,0016,impostor,1.036482,0.978187,REJECT,TR
Dual_Occlusion,0019,0017,impostor,0.967407,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0018,impostor,1.097257,0.978187,REJECT,TR
Dual_Occlusion,0019,0019,genuine,0.842925,0.978187,ACCEPT,TA
Dual_Occlusion,0019,0020,impostor,0.985943,0.978187,REJECT,TR
Dual_Occlusion,0019,0021,impostor,1.141884,0.978187,REJECT,TR
Dual_Occlusion,0019,0022,impostor,1.057698,0.978187,REJECT,TR
Dual_Occlusion,0019,0023,impostor,1.081661,0.978187,REJECT,TR
Dual_Occlusion,0019,0024,impostor,1.057385,0.978187,REJECT,TR
Dual_Occlusion,0019,0025,impostor,1.113875,0.978187,REJECT,TR
Dual_Occlusion,0019,0026,impostor,0.985314,0.978187,REJECT,TR
Dual_Occlusion,0019,0027,impostor,1.119112,0.978187,REJECT,TR
Dual_Occlusion,0019,0001,impostor,0.992011,0.978187,REJECT,TR
Dual_Occlusion,0019,0003,impostor,0.991145,0.978187,REJECT,TR
Dual_Occlusion,0019,0004,impostor,0.990865,0.978187,REJECT,TR
Dual_Occlusion,0019,0005,impostor,1.008277,0.978187,REJECT,TR
Dual_Occlusion,0019,0006,impostor,1.198121,0.978187,REJECT,TR
Dual_Occlusion,0019,0007,impostor,1.084946,0.978187,REJECT,TR
Dual_Occlusion,0019,0009,impostor,0.907621,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0010,impostor,1.050967,0.978187,REJECT,TR
Dual_Occlusion,0019,0011,impostor,1.215948,0.978187,REJECT,TR
Dual_Occlusion,0019,0012,impostor,0.820766,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0013,impostor,0.991644,0.978187,REJECT,TR
Dual_Occlusion,0019,0014,impostor,0.933715,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0015,impostor,0.909971,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0016,impostor,0.944386,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0017,impostor,0.932311,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0018,impostor,1.118605,0.978187,REJECT,TR
Dual_Occlusion,0019,0019,genuine,1.063386,0.978187,REJECT,FR
Dual_Occlusion,0019,0020,impostor,0.990117,0.978187,REJECT,TR
Dual_Occlusion,0019,0021,impostor,1.326623,0.978187,REJECT,TR
Dual_Occlusion,0019,0022,impostor,1.022941,0.978187,REJECT,TR
Dual_Occlusion,0019,0023,impostor,1.012638,0.978187,REJECT,TR
Dual_Occlusion,0019,0024,impostor,1.032579,0.978187,REJECT,TR
Dual_Occlusion,0019,0025,impostor,1.167723,0.978187,REJECT,TR
Dual_Occlusion,0019,0026,impostor,0.952519,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0027,impostor,0.948947,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0001,impostor,0.967854,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0003,impostor,0.996918,0.978187,REJECT,TR
Dual_Occlusion,0019,0004,impostor,0.973583,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0005,impostor,1.007853,0.978187,REJECT,TR
Dual_Occlusion,0019,0006,impostor,1.176392,0.978187,REJECT,TR
Dual_Occlusion,0019,0007,impostor,0.929314,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0009,impostor,0.887188,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0010,impostor,0.958208,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0011,impostor,1.202867,0.978187,REJECT,TR
Dual_Occlusion,0019,0012,impostor,0.809613,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0013,impostor,0.995072,0.978187,REJECT,TR
Dual_Occlusion,0019,0014,impostor,0.960427,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0015,impostor,0.924948,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0016,impostor,0.941587,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0017,impostor,0.948581,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0018,impostor,1.130899,0.978187,REJECT,TR
Dual_Occlusion,0019,0019,genuine,1.045492,0.978187,REJECT,FR
Dual_Occlusion,0019,0020,impostor,0.952258,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0021,impostor,1.249488,0.978187,REJECT,TR
Dual_Occlusion,0019,0022,impostor,0.98955,0.978187,REJECT,TR
Dual_Occlusion,0019,0023,impostor,1.004515,0.978187,REJECT,TR
Dual_Occlusion,0019,0024,impostor,1.074947,0.978187,REJECT,TR
Dual_Occlusion,0019,0025,impostor,1.16423,0.978187,REJECT,TR
Dual_Occlusion,0019,0026,impostor,0.988911,0.978187,REJECT,TR
Dual_Occlusion,0019,0027,impostor,0.909718,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0001,impostor,0.972688,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0003,impostor,1.01058,0.978187,REJECT,TR
Dual_Occlusion,0019,0004,impostor,0.957369,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0005,impostor,1.030576,0.978187,REJECT,TR
Dual_Occlusion,0019,0006,impostor,1.188721,0.978187,REJECT,TR
Dual_Occlusion,0019,0007,impostor,0.944757,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0009,impostor,0.921048,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0010,impostor,1.000895,0.978187,REJECT,TR
Dual_Occlusion,0019,0011,impostor,1.238042,0.978187,REJECT,TR
Dual_Occlusion,0019,0012,impostor,0.840923,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0013,impostor,0.977863,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0014,impostor,0.982896,0.978187,REJECT,TR
Dual_Occlusion,0019,0015,impostor,0.904986,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0016,impostor,0.927597,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0017,impostor,0.987055,0.978187,REJECT,TR
Dual_Occlusion,0019,0018,impostor,1.141303,0.978187,REJECT,TR
Dual_Occlusion,0019,0019,genuine,1.05996,0.978187,REJECT,FR
Dual_Occlusion,0019,0020,impostor,0.957647,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0021,impostor,1.24544,0.978187,REJECT,TR
Dual_Occlusion,0019,0022,impostor,1.001555,0.978187,REJECT,TR
Dual_Occlusion,0019,0023,impostor,1.029073,0.978187,REJECT,TR
Dual_Occlusion,0019,0024,impostor,1.087995,0.978187,REJECT,TR
Dual_Occlusion,0019,0025,impostor,1.126297,0.978187,REJECT,TR
Dual_Occlusion,0019,0026,impostor,1.014938,0.978187,REJECT,TR
Dual_Occlusion,0019,0027,impostor,0.939242,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0001,impostor,0.919321,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0003,impostor,1.032063,0.978187,REJECT,TR
Dual_Occlusion,0019,0004,impostor,0.962901,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0005,impostor,0.93176,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0006,impostor,1.100228,0.978187,REJECT,TR
Dual_Occlusion,0019,0007,impostor,0.854609,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0009,impostor,0.986554,0.978187,REJECT,TR
Dual_Occlusion,0019,0010,impostor,0.943399,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0011,impostor,1.25276,0.978187,REJECT,TR
Dual_Occlusion,0019,0012,impostor,0.952796,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0013,impostor,0.943127,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0014,impostor,0.922855,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0015,impostor,0.878517,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0016,impostor,0.933689,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0017,impostor,0.933067,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0018,impostor,1.13836,0.978187,REJECT,TR
Dual_Occlusion,0019,0019,genuine,0.887583,0.978187,ACCEPT,TA
Dual_Occlusion,0019,0020,impostor,0.890397,0.978187,ACCEPT,FA
Dual_Occlusion,0019,0021,impostor,1.165334,0.978187,REJECT,TR
Dual_Occlusion,0019,0022,impostor,1.013658,0.978187,REJECT,TR
Dual_Occlusion,0019,0023,impostor,1.0122,0.978187,REJECT,TR
Dual_Occlusion,0019,0024,impostor,1.059668,0.978187,REJECT,TR
Dual_Occlusion,0019,0025,impostor,1.026992,0.978187,REJECT,TR
Dual_Occlusion,0019,0026,impostor,1.043552,0.978187,REJECT,TR
Dual_Occlusion,0019,0027,impostor,1.061993,0.978187,REJECT,TR
Dual_Occlusion,0020,0001,impostor,0.970983,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0003,impostor,0.967742,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0004,impostor,0.945116,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0005,impostor,1.025361,0.978187,REJECT,TR
Dual_Occlusion,0020,0006,impostor,1.132686,0.978187,REJECT,TR
Dual_Occlusion,0020,0007,impostor,0.914578,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0009,impostor,0.924128,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0010,impostor,1.015763,0.978187,REJECT,TR
Dual_Occlusion,0020,0011,impostor,1.226313,0.978187,REJECT,TR
Dual_Occlusion,0020,0012,impostor,0.892103,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0013,impostor,1.009534,0.978187,REJECT,TR
Dual_Occlusion,0020,0014,impostor,0.896274,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0015,impostor,0.867583,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0016,impostor,0.971242,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0017,impostor,0.907083,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0018,impostor,1.034378,0.978187,REJECT,TR
Dual_Occlusion,0020,0019,impostor,0.996596,0.978187,REJECT,TR
Dual_Occlusion,0020,0020,genuine,0.949354,0.978187,ACCEPT,TA
Dual_Occlusion,0020,0021,impostor,1.198936,0.978187,REJECT,TR
Dual_Occlusion,0020,0022,impostor,1.043579,0.978187,REJECT,TR
Dual_Occlusion,0020,0023,impostor,0.993295,0.978187,REJECT,TR
Dual_Occlusion,0020,0024,impostor,1.022061,0.978187,REJECT,TR
Dual_Occlusion,0020,0025,impostor,1.086316,0.978187,REJECT,TR
Dual_Occlusion,0020,0026,impostor,1.016123,0.978187,REJECT,TR
Dual_Occlusion,0020,0027,impostor,0.988479,0.978187,REJECT,TR
Dual_Occlusion,0020,0001,impostor,1.001371,0.978187,REJECT,TR
Dual_Occlusion,0020,0003,impostor,1.015088,0.978187,REJECT,TR
Dual_Occlusion,0020,0004,impostor,1.008075,0.978187,REJECT,TR
Dual_Occlusion,0020,0005,impostor,1.013418,0.978187,REJECT,TR
Dual_Occlusion,0020,0006,impostor,1.13439,0.978187,REJECT,TR
Dual_Occlusion,0020,0007,impostor,0.876745,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0009,impostor,0.898045,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0010,impostor,0.98136,0.978187,REJECT,TR
Dual_Occlusion,0020,0011,impostor,1.126378,0.978187,REJECT,TR
Dual_Occlusion,0020,0012,impostor,0.829616,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0013,impostor,1.009102,0.978187,REJECT,TR
Dual_Occlusion,0020,0014,impostor,0.989195,0.978187,REJECT,TR
Dual_Occlusion,0020,0015,impostor,0.997586,0.978187,REJECT,TR
Dual_Occlusion,0020,0016,impostor,1.010899,0.978187,REJECT,TR
Dual_Occlusion,0020,0017,impostor,1.023906,0.978187,REJECT,TR
Dual_Occlusion,0020,0018,impostor,1.091499,0.978187,REJECT,TR
Dual_Occlusion,0020,0019,impostor,1.045726,0.978187,REJECT,TR
Dual_Occlusion,0020,0020,genuine,0.964794,0.978187,ACCEPT,TA
Dual_Occlusion,0020,0021,impostor,1.201388,0.978187,REJECT,TR
Dual_Occlusion,0020,0022,impostor,0.996413,0.978187,REJECT,TR
Dual_Occlusion,0020,0023,impostor,1.071655,0.978187,REJECT,TR
Dual_Occlusion,0020,0024,impostor,1.061488,0.978187,REJECT,TR
Dual_Occlusion,0020,0025,impostor,1.158094,0.978187,REJECT,TR
Dual_Occlusion,0020,0026,impostor,1.01438,0.978187,REJECT,TR
Dual_Occlusion,0020,0027,impostor,0.913737,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0001,impostor,0.945277,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0003,impostor,1.014709,0.978187,REJECT,TR
Dual_Occlusion,0020,0004,impostor,1.018982,0.978187,REJECT,TR
Dual_Occlusion,0020,0005,impostor,1.047045,0.978187,REJECT,TR
Dual_Occlusion,0020,0006,impostor,1.140158,0.978187,REJECT,TR
Dual_Occlusion,0020,0007,impostor,0.913783,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0009,impostor,0.893354,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0010,impostor,0.959892,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0011,impostor,1.118432,0.978187,REJECT,TR
Dual_Occlusion,0020,0012,impostor,0.815571,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0013,impostor,0.985995,0.978187,REJECT,TR
Dual_Occlusion,0020,0014,impostor,0.912513,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0015,impostor,0.959793,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0016,impostor,0.975866,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0017,impostor,1.007026,0.978187,REJECT,TR
Dual_Occlusion,0020,0018,impostor,1.050928,0.978187,REJECT,TR
Dual_Occlusion,0020,0019,impostor,0.999973,0.978187,REJECT,TR
Dual_Occlusion,0020,0020,genuine,0.934882,0.978187,ACCEPT,TA
Dual_Occlusion,0020,0021,impostor,1.237722,0.978187,REJECT,TR
Dual_Occlusion,0020,0022,impostor,1.072761,0.978187,REJECT,TR
Dual_Occlusion,0020,0023,impostor,1.070241,0.978187,REJECT,TR
Dual_Occlusion,0020,0024,impostor,1.086983,0.978187,REJECT,TR
Dual_Occlusion,0020,0025,impostor,1.155792,0.978187,REJECT,TR
Dual_Occlusion,0020,0026,impostor,0.984865,0.978187,REJECT,TR
Dual_Occlusion,0020,0027,impostor,0.86035,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0001,impostor,0.988578,0.978187,REJECT,TR
Dual_Occlusion,0020,0003,impostor,0.976625,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0004,impostor,1.034584,0.978187,REJECT,TR
Dual_Occlusion,0020,0005,impostor,0.991687,0.978187,REJECT,TR
Dual_Occlusion,0020,0006,impostor,1.183596,0.978187,REJECT,TR
Dual_Occlusion,0020,0007,impostor,0.933137,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0009,impostor,0.917583,0.978187,ACCEPT,FA
Dual_Occlusion,0020,0010,impostor,1.022515,0.978187,REJECT,TR
